nombre,direccion,latitud,longitud,codigo_postal,types,rating,user_ratings_total
Juan Pelotilla,"Avenida del Monasterio de El Escorial, 73, Madrid",40.50654309999999,-3.695782,28034,"bar, restaurant, food, point_of_interest, establishment",4.0,2170.0
Kebab Montecarmelo,"Calle del Monasterio de Liébana, 7, Madrid",40.5071968,-3.695214699999999,28034,"restaurant, food, point_of_interest, establishment",3.8,339.0
Restaurante Beefcious Montecarmelo,"Avenida del Monasterio de El Escorial, 77, Madrid",40.507168,-3.6957259,28034,"restaurant, food, point_of_interest, establishment",4.6,2180.0
Magnolia Bistro,"Calle Salvatierra, 4, Madrid",40.4902267,-3.691073900000001,28034,"restaurant, food, point_of_interest, establishment",4.3,468.0
Wei,"Calle del Monasterio de Arlanza, 20, Local 1, Madrid",40.5098906,-3.690269499999999,28034,"restaurant, food, point_of_interest, establishment",3.9,667.0
Cocinamarinera,"Calle del Monasterio de las Batuecas, 13, Madrid",40.50302879999999,-3.704915,28034,"restaurant, food, point_of_interest, establishment",,
La Sureña,"Calle del Monasterio de Arlanza, 20, C.C, Madrid",40.5099925,-3.6905104,28034,"bar, restaurant, food, point_of_interest, establishment",3.5,711.0
La Terrazza - restaurante & bar,"Calle Salvatierra, 5, Madrid",40.4898383,-3.6913624,28034,"bar, restaurant, food, point_of_interest, establishment",3.7,211.0
Burger King,"Calle del Monasterio de Arlanza, 20, Local 19, Madrid",40.510146,-3.690616099999999,28034,"meal_takeaway, restaurant, food, point_of_interest, establishment",3.6,1105.0
Restaurante Le Coq,"Calle Viloria de La Rioja, 56, Madrid",40.50579329999999,-3.6747526,28034,"restaurant, food, point_of_interest, establishment",4.4,1521.0
Sushiichiwaka,"Calle de Castiello de Jaca, 14, Madrid",40.5090955,-3.6781508,28034,"restaurant, food, point_of_interest, establishment",4.3,209.0
Go Sushing Las Tablas,"Calle de la Sierra de Atapuerca, 6, Madrid",40.5009013,-3.6722965,28034,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",4.3,418.0
Marsellus Barbacoa,"Local 25 1-31, Calle de Azofra, Madrid",40.5002906,-3.6720634,28034,"restaurant, food, point_of_interest, establishment",4.3,395.0
Rodilla,"Calle de Castiello de Jaca, 18, Madrid",40.5097622,-3.6780897,28034,"restaurant, cafe, meal_delivery, meal_takeaway, food, point_of_interest, store, establishment",3.8,504.0
La Taberna de Chupi Lerendi,"Avenida del Monasterio de El Escorial, 33, Madrid",40.5044878,-3.7029907,28034,"bar, restaurant, food, point_of_interest, establishment",4.1,2563.0
Restaurante Cervecería Bamberg,"Calle de Capiscol, 4, Madrid",40.5078729,-3.6749486,28034,"restaurant, food, point_of_interest, establishment",4.1,1484.0
Burger King,"Avenida Santo Domingo, 5, Madrid",40.5086026,-3.673119599999999,28034,"meal_takeaway, restaurant, food, point_of_interest, establishment",3.3,1171.0
Q'deleite,"semiesquina con, Avenida del Monasterio de Silos, Calle del Monasterio de Las Huelgas, Madrid",40.5034013,-3.7074232,28034,"restaurant, food, point_of_interest, establishment",4.5,220.0
The Chatter Cafe,"Avenida del Camino de Santiago, 45, Madrid",40.5084162,-3.6713443,28034,"cafe, meal_delivery, meal_takeaway, restaurant, food, point_of_interest, store, establishment",4.1,3316.0
El Pescador de Montecarmelo,"Avenida del Monasterio de Silos, 22, Madrid",40.503391,-3.707072,28034,"restaurant, bar, food, point_of_interest, establishment",4.2,3009.0
Pancho Fierro,"Calle de Alfredo Marqueríe, 17, Madrid",40.4875284,-3.69965,28034,"restaurant, food, point_of_interest, establishment",3.6,176.0
Perú Chef,"Calle de Fermín Caballero, 6, Primero A, Madrid",40.4874183,-3.6995645,28034,"restaurant, food, point_of_interest, establishment",2.4,32.0
Autocine Madrid RACE,"Calle de la Isla de Java, 2, Madrid",40.4862166,-3.6777766,28034,"movie_theater, restaurant, food, point_of_interest, establishment",4.3,12657.0
La Mendozina,"Avenida del Monasterio de Silos, 20, Madrid",40.503402,-3.7083806,28034,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",4.3,297.0
"""La Lola"" de las Tablas","Calle Viloria de La Rioja, 56, Madrid",40.5060223,-3.6746561,28034,"restaurant, food, point_of_interest, establishment",4.0,1473.0
Restaurante Pollo y Carbón,"Calle de Molins de Rey, 3, Madrid",40.49463649999999,-3.6940867,28034,"restaurant, food, point_of_interest, establishment",4.1,2453.0
Restaurante LOS MARINOS,"Calle de Isabel Colbrand, 10, Madrid",40.512481,-3.6729079,28034,"restaurant, food, point_of_interest, establishment",4.2,5.0
Ocho MADRID,"Avenida de Manoteras, 8, Madrid",40.48802999999999,-3.671396,28034,"cafe, bar, restaurant, food, point_of_interest, store, establishment",3.8,110.0
Bella Anna - BA | Restaurante Italiano Montecarmelo,"Avenida del Monasterio de Silos, 25, Madrid",40.5036066,-3.7053751,28034,"restaurant, food, point_of_interest, establishment",4.3,1390.0
Restaurante El Rincón de Las Tablas,"Calle Castillo de Candanchú, 2, Madrid",40.4956666,-3.6755234,28034,"bar, restaurant, food, point_of_interest, establishment",4.0,1168.0
Bocatas y Mas Las Tablas,"Calle de María Tubau, 5, Madrid",40.5134064,-3.6729412,28034,"restaurant, food, point_of_interest, establishment",4.4,142.0
Restaurante GO! Sushing Montecarmelo,"Avenida del Monasterio de Silos, 11, Madrid",40.5038972,-3.7102591,28034,"meal_takeaway, restaurant, food, point_of_interest, establishment",4.2,342.0
Heladería Dolce Palatino,"Calle de Palas de Rey, 22, Madrid",40.5067122,-3.6662842,28034,"cafe, restaurant, food, point_of_interest, store, establishment",4.4,972.0
Goiko,"Glorieta del Monte del Gozo, 25, Madrid",40.5092636,-3.667929099999999,28034,"restaurant, food, point_of_interest, establishment",4.3,6532.0
El Porche de Lazcano.,"Calle de Nuria, 26, Madrid",40.49181569999999,-3.7046163,28034,"restaurant, cafe, food, point_of_interest, store, establishment",4.0,849.0
Santa Ana Churrería,"Calle de Santa Ana Alta, 52, Madrid",40.4964924,-3.689849999999999,28034,"meal_delivery, meal_takeaway, bakery, restaurant, food, point_of_interest, store, establishment",4.6,369.0
Restaurante Taiko Sushi Bar,"Avenida del Santuario de Valverde, 50, Madrid",40.50554519999999,-3.6988751,28034,"bar, restaurant, food, point_of_interest, establishment",4.4,662.0
Braddock Restaurante,"Calle de María Tubau, 4, Madrid",40.5137632,-3.6729999,28034,"bar, restaurant, food, point_of_interest, establishment",3.6,282.0
Casa Pepe,"Calle de Celanova, 19, Madrid",40.4721109,-3.7130725,28035,"bar, restaurant, food, point_of_interest, establishment",4.3,11367.0
Bistrot Saconia,"Calle de Antonio Machado, 45, Madrid",40.4666255,-3.7200517,28035,"restaurant, food, point_of_interest, establishment",4.5,1374.0
Centro Nacional de la RFEG,"Calle del Arroyo del Monte, 5, Madrid",40.4864138,-3.7366231,28035,"restaurant, food, point_of_interest, health, establishment",4.3,480.0
El Viejo Almacén de Buenos Aires,"Calle de Ramón Gómez de la Serna, 4, Madrid",40.4810314,-3.7233606,28035,"restaurant, food, point_of_interest, establishment",4.8,5028.0
Restaurante Tras Os Montes,"Calle de la Senda del Infante, 28, Madrid",40.4911516,-3.722028,28035,"restaurant, food, point_of_interest, establishment",4.7,1688.0
Bar Restaurante del Caz,"Calle del Doctor Juan José López Ibor, 24, Madrid",40.4719585,-3.727630099999999,28035,"bar, restaurant, food, point_of_interest, establishment",4.1,595.0
Pastelería Cala Millor,"Calle de Fermín Caballero, 70, Madrid",40.4823178,-3.7122177,28035,"cafe, bakery, restaurant, food, point_of_interest, store, establishment",3.9,1010.0
Taco Bell,"Avenida de Monforte de Lemos, 36, Local 4, Madrid",40.47943429999999,-3.708449,28035,"restaurant, food, point_of_interest, establishment",3.8,1993.0
Bar Mesón Los Granainos de Herrera Oria 248,"Avenida del Cardenal Herrera Oria, 248, Madrid",40.48118669999999,-3.7210668,28035,"bar, restaurant, food, point_of_interest, establishment",4.2,1797.0
Roppongui,"Avenida del Cardenal Herrera Oria, 277, Madrid",40.47932189999999,-3.7245267,28035,"restaurant, food, point_of_interest, establishment",4.0,272.0
The Clover Irish Tavern,"Calle del Valle de Pinares Llanos, 8, Madrid",40.4858262,-3.718518000000001,28035,"bar, restaurant, food, point_of_interest, establishment",4.2,1084.0
Mesón del Monte,"Calle de Joaquín Lorenzo, 48, Madrid",40.4745443,-3.7280797,28035,"bar, restaurant, food, point_of_interest, establishment",4.5,117.0
Restaurante Roca La Playa,"Avenida del Cardenal Herrera Oria, 260, Madrid",40.4804918,-3.7228283,28035,"restaurant, food, point_of_interest, establishment",3.8,703.0
"El Buen Hacer, Bar","Calle de Ramón Gómez de la Serna, 99, Madrid",40.4835237,-3.7268888,28035,"bar, restaurant, food, point_of_interest, establishment",4.5,377.0
Ginos,"Avenida de Monforte de Lemos, 193, Madrid",40.47601239999999,-3.719725500000001,28035,"restaurant, meal_delivery, meal_takeaway, food, point_of_interest, establishment",4.1,1618.0
La Costa,"Avenida de Monforte de Lemos, 193, Madrid",40.4757091,-3.719837800000001,28035,"bar, restaurant, food, point_of_interest, establishment",3.9,389.0
Restaurante Kebabish,"Calle Isla de Tavira, 36, Madrid",40.48099089999999,-3.719800200000001,28035,"meal_delivery, meal_takeaway, bar, restaurant, food, point_of_interest, establishment",4.2,717.0
Bar El Envite,"Calle de la Senda del Infante, 14, Madrid",40.48746349999999,-3.7188463,28035,"bar, restaurant, food, point_of_interest, establishment",4.1,268.0
Happy Sushi,"Calle de Juan Sánchez, 22, Madrid",40.4741812,-3.7185224,28035,"restaurant, food, point_of_interest, establishment",2.7,55.0
Mesón Las Vegas,"Calle de Fermín Caballero, 80, Madrid",40.4804702,-3.7166019,28035,"bar, restaurant, food, point_of_interest, establishment",4.3,901.0
Jose Luis,"Calle del Puerto de Maspalomas, Madrid",40.47894,-3.714531399999999,28035,"restaurant, food, point_of_interest, establishment",2.5,2.0
Pollo a la Brasa Buitrago,"Calle de Buitrago del Lozoya, 10, Madrid",40.47134450000001,-3.7170856,28035,"restaurant, food, point_of_interest, establishment",2.8,31.0
Sabores,"Calle de Buitrago del Lozoya, 10, Madrid",40.47134450000001,-3.7170856,28035,"restaurant, food, point_of_interest, establishment",3.5,49.0
Pizzería Carlos,"Calle Chantada, 39, Madrid",40.4730809,-3.7148116,28035,"meal_delivery, restaurant, food, point_of_interest, establishment",4.0,1061.0
Gastro Mirasierra,"Calle del Cerro Minguete, 14, Madrid",40.4869209,-3.718105899999999,28035,"restaurant, food, point_of_interest, establishment",4.2,306.0
Restaurante MIRASOL,"Calle de Úbeda, 21, Madrid",40.4828511,-3.713822499999999,28035,"restaurant, food, point_of_interest, establishment",4.0,581.0
Bar restaurante D'Tapas & Copas,"Posterior, Calle de Ponferrada, 21, posterior, Madrid",40.4750657,-3.7126947,28035,"bar, restaurant, food, point_of_interest, establishment",4.3,925.0
Ginos,"Calle del Mirador de la Reina, 107, Madrid",40.490583,-3.722640999999999,28035,"restaurant, meal_delivery, meal_takeaway, food, point_of_interest, establishment",3.8,924.0
Restaurante Esmeralda,"Camino de Ganapanes, 1, Madrid",40.47053249999999,-3.715094999999999,28035,"restaurant, food, point_of_interest, establishment",4.0,37.0
Allo Pizza,"Plaza Cieza, 1, Madrid",40.481541,-3.7122786,28035,"restaurant, food, point_of_interest, establishment",4.0,251.0
Restaurante asiático fa,"Camino de Ganapanes, 1, Madrid",40.4703611,-3.7147589,28035,"restaurant, food, point_of_interest, establishment",3.3,147.0
VIPS,"Calle del Mirador de la Reina, 107, Madrid",40.490583,-3.722640999999999,28035,"restaurant, meal_takeaway, food, point_of_interest, establishment",3.8,3768.0
Rodilla,"Avenida del Ventisquero de la Condesa, 16, Madrid",40.48767,-3.716158,28035,"restaurant, cafe, meal_delivery, meal_takeaway, food, point_of_interest, store, establishment",4.0,978.0
Oriental Palace,"Calle Federico Carlos Sainz de Robles, 3, Madrid",40.4646524,-3.721316,28035,"restaurant, food, point_of_interest, establishment",4.3,891.0
Club Ciudad de los Periodistas,"posterior, Calle de Fermín Caballero, 62, Madrid",40.4834,-3.7101329,28035,"restaurant, food, point_of_interest, establishment",4.2,345.0
Domino's Pizza,"Calle de, Avenida de Monforte de Lemos, 127, Madrid",40.47791,-3.71082,28035,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",3.5,1380.0
Salchichería M.Albarrán.,"C.C. La Vaguada, Avenida de Monforte de Lemos, 36, Madrid",40.4797131,-3.7083269,28035,"restaurant, food, point_of_interest, store, establishment",4.6,12.0
Sertina Volatería La Vaguada,"CentroAv. de Monforte de Lemos, s/n, Madrid",40.4796692,-3.7082096,28035,"restaurant, food, point_of_interest, store, establishment",4.6,1095.0
llaollao,"Avenida de Monforte de Lemos, 36, Madrid",40.4796467,-3.7079042,28035,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, store, establishment",4.1,1271.0
udon la vaguada,"Avenida de Monforte de Lemos, 36, Madrid",40.47971559999999,-3.707726499999999,28035,"restaurant, food, point_of_interest, establishment",4.4,2425.0
100 Montaditos,"Avenida de Monforte de Lemos, 36, Madrid",40.47975,-3.7075712,28035,"bar, restaurant, food, point_of_interest, establishment",3.9,1535.0
TGB,"Avenida de Monforte de Lemos, 36, Madrid",40.4795174,-3.707500199999999,28035,"restaurant, food, point_of_interest, establishment",3.8,1619.0
Rosca Pizza,"Avenida de Monforte de Lemos, 123, Madrid",40.4778962,-3.7102065,28035,"restaurant, food, point_of_interest, establishment",4.6,1227.0
McDonald's,"Avenida de Monforte de Lemos, 36, 32, Madrid",40.47979999999999,-3.70705,28035,"restaurant, food, point_of_interest, establishment",3.7,3280.0
La Sureña,"Avenida Monforte de Lemos, C.C. La Vaguada, 36, Madrid",40.4798322,-3.707023,28035,"bar, restaurant, food, point_of_interest, establishment",3.6,1734.0
Restaurante El Mirador del Pardo (Club de Tiro),"Carretera Particular del Tiro de Pichón, 8, Madrid",40.4897248,-3.743371899999998,28035,"restaurant, food, point_of_interest, establishment",3.7,183.0
Café & Té,"Avenida de Monforte de Lemos, 36, Madrid",40.479844,-3.706991,28035,"cafe, meal_takeaway, bar, restaurant, food, point_of_interest, store, establishment",3.5,528.0
Bar Pizzería San Antonio,"Avenida de El Ferrol, 39, Madrid",40.474072,-3.707064,28035,"meal_delivery, meal_takeaway, bar, restaurant, food, point_of_interest, establishment",4.3,371.0
Bar El Divino - Especialidad en Gallinejas y Entresijos,"Avenida de Betanzos, 37, Madrid",40.47464719999999,-3.7114609,28035,"bar, restaurant, food, point_of_interest, establishment",4.3,50.0
Burger King,"Calle de Fermín Caballero, 75, Madrid",40.4812689,-3.714752300000001,28035,"meal_takeaway, restaurant, food, point_of_interest, establishment",3.5,1393.0
KFC,"C.C la Vaguada, Avenida de Monforte de Lemos, 36, Madrid",40.4795648,-3.7084695,28035,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",4.4,6236.0
Cafetería Bar Restaurante El Chorrón,"Calle del Valle de Pinares Llanos, 23, Madrid",40.485429,-3.7219426,28035,"restaurant, bar, food, point_of_interest, establishment",3.9,706.0
Go Sushing Mirasierra,"Calle de Fermín Caballero, 76, Madrid",40.481441,-3.7152412,28035,"meal_takeaway, restaurant, food, point_of_interest, establishment",4.3,366.0
Restaurante la Mesa Puesta,"Plaza Cieza, 1, Madrid",40.48154090000001,-3.7122786,28035,"restaurant, food, point_of_interest, establishment",4.2,219.0
Cervecería Anpe,"Calle Gloria Fuertes, 181, Madrid",40.4955517,-3.725364200000001,28035,"cafe, bar, restaurant, food, point_of_interest, store, establishment",4.0,4759.0
Restaurante Bonsai Garden,"Calle del Valle de Pinares Llanos, 8, Madrid",40.4858355,-3.7181293,28035,"restaurant, food, point_of_interest, establishment",4.2,1149.0
Nuevo Puerto,"Calle de las Islas Cíes, 47, Madrid",40.4793571,-3.7200556,28035,"bar, restaurant, food, point_of_interest, establishment",4.3,452.0
"Telepizza Monforte de Lemos, Madrid - Comida a Domicilio","Avenida de Monforte de Lemos, 119, Madrid",40.47813,-3.70921,28035,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",2.9,587.0
Plus de Cuisine,"Calle del Cerro del Castañar, 58, Madrid",40.49068919999999,-3.7116533,28035,"school, bakery, restaurant, food, point_of_interest, store, establishment",,
Obrador Santamaría,"Calle Juanita Cruz, L-6, Arroyofresno, Madrid",40.49507860000001,-3.720842599999999,28035,"restaurant, cafe, meal_delivery, food, point_of_interest, store, establishment",4.4,299.0
El Jamón y El Churrasco,"Calle de la Infanta Mercedes, 64 (28020, Madrid",40.4604933,-3.696067300000001,28036,"restaurant, food, point_of_interest, establishment",4.3,1628.0
Hotel ILUNION Pío XII,"Avenida de Pío XII, 77, Madrid",40.4689299,-3.6740122,28036,"lodging, restaurant, food, point_of_interest, establishment",4.2,4429.0
Taberna de La Daniela Bernabéu,"Calle de Gutiérrez Solana, 2, Madrid",40.4506535,-3.6889241,28036,"bar, restaurant, food, point_of_interest, establishment",4.0,1709.0
El Molino,"Calle del Conde de Serrallo, 1, Madrid",40.4659271,-3.6921363,28036,"restaurant, food, point_of_interest, establishment",4.0,736.0
Alfredo's Barbacoa,"Calle de Juan Hurtado de Mendoza, 11, Madrid",40.4605735,-3.6872982,28036,"restaurant, food, point_of_interest, establishment",4.4,5376.0
DiverXO,"NH Eurobuilding, Calle del Padre Damián, 23, Madrid",40.4578992,-3.6857765,28036,"restaurant, food, point_of_interest, establishment",4.4,3026.0
Restaurante el escondite,"Avenida de Alberto de Alcocer, 27, Madrid",40.4588788,-3.6837376,28036,"restaurant, food, point_of_interest, establishment",3.7,46.0
Asador Donostiarra,"Calle de la Infanta Mercedes, 79, Madrid",40.4616628,-3.6957148,28036,"restaurant, food, point_of_interest, establishment",4.6,5033.0
Restaurante Ferreiro,"Calle del Aviador Zorita, 32, Madrid",40.4502106,-3.698173299999999,28036,"restaurant, food, point_of_interest, establishment",4.3,1283.0
La Guisandera de Piñera,"Calle de Rosario Pino, 12, Madrid",40.4622839,-3.6923399,28036,"restaurant, food, point_of_interest, establishment",4.6,724.0
Viavélez,"Avenida del General Perón, 10, Madrid",40.4522739,-3.697964099999999,28036,"restaurant, food, point_of_interest, establishment",4.3,952.0
El Qüenco de Pepa,"Calle de Henri Dunant, 21, Madrid",40.46007629999999,-3.6845477,28036,"restaurant, food, point_of_interest, establishment",4.3,2963.0
Ichiban,"Avenida de Alberto de Alcocer, 22 bis, Madrid",40.4581183,-3.6847162,28036,"bar, restaurant, food, point_of_interest, establishment",4.4,895.0
The Irish Rover,"Avenida de Brasil, 7, Madrid",40.4547539,-3.693954599999999,28036,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",4.3,11126.0
Taberna Gaztelupe,"Calle del Aviador Zorita, 32, Madrid",40.4501454,-3.6981721,28036,"restaurant, food, point_of_interest, establishment",4.4,1702.0
Restaurante La Tagliatella,"Calle del Poeta Joan Maragall, 53, Madrid",40.4633594,-3.6917585,28036,"restaurant, food, point_of_interest, establishment",4.1,2162.0
Restaurante L'abbraccio,"Calle del Poeta Joan Maragall, 51, Madrid",40.463413,-3.692554899999999,28036,"meal_delivery, restaurant, food, point_of_interest, establishment",4.4,1759.0
Restaurante - Cervecería Fass Concha Espina,"Calle de Rodríguez Marín, 84, Madrid",40.45146539999999,-3.678578,28036,"restaurant, food, point_of_interest, establishment",4.0,2535.0
Restaurante Asador Casa Juan,"Calle de la Infanta Mercedes, 111, Madrid",40.4639697,-3.6933123,28036,"restaurant, food, point_of_interest, establishment",4.5,7225.0
La Cantina de la estación,"Calle de Sor Ángela de la Cruz, 17, Madrid",40.4592563,-3.6957266,28036,"bar, restaurant, food, point_of_interest, establishment",4.4,3392.0
El Asador de Aranda,"Plaza Castilla, 3, Madrid",40.4663351,-3.6905496,28036,"restaurant, bar, food, point_of_interest, establishment",4.5,1599.0
Casa Nemesio,"Paseo de la Castellana, 260, Madrid",40.4723528,-3.6869517,28036,"restaurant, food, point_of_interest, establishment",4.4,2092.0
Mesón Txistu,"Plaza Angel de Carbajo, 6, Madrid",40.4626736,-3.6938771,28036,"restaurant, food, point_of_interest, establishment",4.5,4366.0
El Olvido - Restaurante Chamartín,"Calle de Juan Hurtado de Mendoza, 13, Madrid",40.4605438,-3.6869077,28036,"restaurant, meal_takeaway, meal_delivery, bar, food, point_of_interest, establishment",4.3,2465.0
Realcafé Bernabéu,"Avenida de Concha Espina, 1, puerta 30, Madrid",40.4521463,-3.6884277,28036,"restaurant, cafe, store, food, point_of_interest, establishment",4.3,3119.0
CARTA MARINA,"Calle del Padre Damián, 40, Madrid",40.4584927,-3.6853339,28036,"restaurant, food, point_of_interest, establishment",4.5,1033.0
La Selva,"Paseo de la Castellana, 159, Madrid",40.4612529,-3.691202499999999,28036,"cafe, store, restaurant, food, point_of_interest, establishment",4.2,318.0
Rodilla,"Paseo de la Castellana, 193, Madrid",40.467564,-3.689471,28036,"restaurant, cafe, meal_takeaway, meal_delivery, store, food, point_of_interest, establishment",3.8,1610.0
VIPS,"Calle de Orense, 16, Madrid",40.4494961,-3.695054099999999,28036,"restaurant, meal_takeaway, food, point_of_interest, establishment",3.9,6758.0
Restaurante Al Paseo,"Paseo de La Habana, 65, Madrid",40.4544998,-3.68349,28036,"restaurant, food, point_of_interest, establishment",4.2,1114.0
Los Arroces de Segis,"Calle de la Infanta Mercedes, 109, Madrid",40.4639444,-3.6934167,28036,"restaurant, food, point_of_interest, establishment",3.9,2320.0
Restaurante Quenco,"Avenida de Alberto de Alcocer, 26, Madrid",40.4585489,-3.6844147,28036,"restaurant, food, point_of_interest, establishment",4.6,944.0
Asiatico Tesoro,"Calle Alonso Castrillo, 6, Madrid",40.459171,-3.69929,28036,"bar, restaurant, food, point_of_interest, establishment",4.1,273.0
Restaurante Samm,"Calle Carlos Caamaño, 3, Madrid",40.4641899,-3.669989599999999,28036,"restaurant, food, point_of_interest, establishment",4.3,2001.0
O'Pazo,"Calle de la Reina Mercedes, 20, Madrid",40.45077250000001,-3.6973279,28036,"restaurant, food, point_of_interest, establishment",4.6,1631.0
Creperie Cre - cotte,"Avenida de Brasil, 26, Madrid",40.45697610000001,-3.693071999999999,28036,"restaurant, store, food, point_of_interest, establishment",4.1,703.0
Lateral,"Paseo de la Castellana, 89, Madrid",40.4496626,-3.691811,28036,"restaurant, food, point_of_interest, establishment",4.3,8659.0
De la Riva,"Calle de Cochabamba, 13, Madrid",40.45576250000001,-3.6807831,28036,"restaurant, food, point_of_interest, establishment",4.5,978.0
El Mesón Gallego l Restaurante gallego Madrid,"Calle de Müller, 35, Madrid",40.4646114,-3.6989004,28036,"restaurant, food, point_of_interest, establishment",4.4,1230.0
El Quinto Vino,"Calle de Hernani, 48, Madrid",40.44805699999999,-3.699002,28036,"restaurant, liquor_store, bar, store, food, point_of_interest, establishment",4.1,1412.0
Asia Té,"Calle de Agustín de Foxá, 27, Madrid",40.4710408,-3.6851062,28036,"restaurant, food, point_of_interest, establishment",4.2,832.0
Órale Un Pedacito,"Calle de Pradillo, 30, Madrid",40.4487482,-3.672656000000001,28036,"bar, restaurant, food, point_of_interest, establishment",4.5,2811.0
Tatoom Road,"3A, Avenida de Brasil, Madrid",40.4539439,-3.694070999999999,28036,"night_club, bar, restaurant, food, point_of_interest, establishment",3.7,722.0
Posada de el Chaflán,"Avenida de Pío XII, 34, Madrid",40.4668563,-3.674274699999999,28036,"restaurant, lodging, food, point_of_interest, establishment",3.2,1133.0
Guetaria Asador 2.zero,"Calle del Aviador Zorita, 8, Madrid",40.4475364,-3.6983613,28036,"restaurant, food, point_of_interest, establishment",4.4,1788.0
Restaurante L'Albufera,"Calle del Poeta Joan Maragall, 43, Madrid",40.4618006,-3.692039699999999,28036,"restaurant, food, point_of_interest, establishment",4.4,1628.0
Restaurante El Puchero,"Calle del Padre Damián, 37, Madrid",40.46072330000001,-3.6856023,28036,"restaurant, food, point_of_interest, establishment",4.4,656.0
El Hórreo Asturiano,"Calle del Doctor Fleming, 52, Madrid",40.462348,-3.6876026,28036,"restaurant, food, point_of_interest, establishment",4.4,2523.0
Restaurante Sotero,"Calle Manuel Marchamalo, 12, Madrid",40.4660405,-3.695837900000001,28036,"restaurant, food, point_of_interest, establishment",4.1,1157.0
Asador Lekeitio,"Calle de Uruguay, 16, Madrid",40.4548941,-3.672453700000001,28036,"restaurant, food, point_of_interest, establishment",4.5,578.0
Ganges,"Calle de Bolivia, 11, Madrid",40.4576332,-3.678244199999999,28036,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",4.4,729.0
Restaurante La Tahona | Asador de carne Madrid,"Calle del Poeta Joan Maragall, 21, Madrid",40.4574264,-3.6927904,28036,"restaurant, meal_delivery, food, point_of_interest, establishment",4.4,1265.0
Restaurante José Luis (Salgado),"Calle de, Calle de Rafael Salgado, 11, Madrid",40.4544042,-3.6881365,28036,"restaurant, food, point_of_interest, establishment",4.1,1348.0
Rast Café,"Calle de Félix Boix, 6, Madrid",40.4632255,-3.688255,28036,"cafe, restaurant, store, food, point_of_interest, establishment",4.0,794.0
La Máquina Original,"Calle de Sor Ángela de la Cruz, 22, Madrid",40.4598789,-3.6954319,28036,"restaurant, food, point_of_interest, establishment",4.4,2277.0
Restaurante De María - Felíx Boix,"Calle de Félix Boix, 5, Madrid",40.4634639,-3.6882528,28036,"restaurant, food, point_of_interest, establishment",4.6,3109.0
Solo de Uva,"Calle del Príncipe de Vergara, 210, Madrid",40.4518609,-3.676916199999999,28036,"liquor_store, bar, restaurant, store, food, point_of_interest, establishment",4.2,18.0
Restaurante Marbella SA,"Calle del Príncipe de Vergara, 276, Madrid",40.4591556,-3.6764639,28036,"restaurant, food, point_of_interest, establishment",4.1,616.0
Restaurante Teitu,"Calle del Poeta Joan Maragall, 20, Madrid",40.4569353,-3.6918944,28036,"restaurant, food, point_of_interest, establishment",4.4,2733.0
La Ancha,"Calle del Príncipe de Vergara, 204, Madrid",40.4493583,-3.6774667,28036,"restaurant, food, point_of_interest, establishment",4.5,2476.0
Green Tavern,"Plaza Cronos, 5, Madrid",40.4395417,-3.6191676,28037,"bar, restaurant, food, point_of_interest, establishment",4.0,821.0
Matsuri,"Calle de López de Aranda, 38, Madrid",40.4438928,-3.634536500000001,28037,"restaurant, food, point_of_interest, establishment",4.3,1437.0
Centro Comercial Las Rosas,"Avenida de Guadalajara, 2, Madrid",40.418737,-3.62096,28037,"shopping_mall, shoe_store, supermarket, grocery_or_supermarket, clothing_store, bank, pharmacy, restaurant, food, point_of_interest, health, finance, store, establishment",4.0,18425.0
VIPS,"Calle Alcalá, 474, Madrid",40.43925509999999,-3.6323621,28037,"restaurant, meal_takeaway, food, point_of_interest, establishment",3.9,5389.0
Pub The Irish Corner,"Calle de Arturo Soria, 6, Madrid",40.4386574,-3.6380817,28037,"night_club, bar, restaurant, food, point_of_interest, establishment",3.8,1344.0
Restaurante La Tagliatella,"Calle Alcalá, 498, Madrid",40.4402823,-3.628453,28037,"restaurant, food, point_of_interest, establishment",4.3,3868.0
Pizza Hut,"Calle de Aquitania, 25, Madrid",40.41911199999999,-3.6176735,28037,"meal_delivery, restaurant, food, point_of_interest, establishment",4.1,1548.0
FactoryFit Fitness & Padel Club,"Calle de Santa Leonor, 52, Madrid",40.43524,-3.6299443,28037,"physiotherapist, gym, bar, restaurant, food, point_of_interest, health, establishment",4.4,137.0
Jaizkibel Asador Marinero,"Calle de Albasanz, 67, Madrid",40.4388938,-3.622778499999999,28037,"bar, restaurant, food, point_of_interest, establishment",4.4,937.0
El Sabroso,"Calle de Emilio Muñoz, 11, Madrid",40.430949,-3.6305569,28037,"restaurant, food, point_of_interest, establishment",4.1,277.0
La Carta De Rast,"Calle de Cronos, 8, Madrid",40.4364143,-3.620498999999999,28037,"bar, restaurant, food, point_of_interest, establishment",4.1,866.0
