nombre,direccion,latitud,longitud,codigo_postal,types,rating,user_ratings_total
Koldovinia Taberna Vasca,"Calle de Apolo, 2, Madrid",40.4380029,-3.6366939,28037,"bar, restaurant, food, point_of_interest, establishment",4.4,2358.0
Mundo Kebab Simancas,"Calle Zaratán, 2, Madrid",40.4283897,-3.6255181,28037,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",3.5,309.0
Restaurante Juka II,"Calle de Albasanz, 9, Madrid",40.4367251,-3.6307121,28037,"restaurant, food, point_of_interest, establishment",4.4,491.0
Restaurante Arrocería de María,"Calle de Arturo Soria, 2, Madrid",40.4381394,-3.6378793,28037,"restaurant, food, point_of_interest, establishment",4.1,1398.0
Salones Venecia,"Calle Carolina Coronado, 1, Madrid",40.43014349999999,-3.6468626,28037,"restaurant, food, point_of_interest, establishment",4.7,672.0
Comidas a domicilio,"Calle de Valdecanillas, 90, Madrid",40.4323305,-3.624787,28037,"restaurant, food, point_of_interest, establishment",,
SUKINA,"Calle de Rufino González, 56, Madrid",40.4342498,-3.625139599999999,28037,"restaurant, food, point_of_interest, establishment",4.7,390.0
Restaurante Sadi Sushi,"Calle del Castillo de Arévalo, 28, Madrid",40.4307949,-3.6282351,28037,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",4.2,182.0
EL 47,"C/ JULIAN CAMARILLO 47, BQ.II, P.D, L10, Madrid",40.4369717,-3.622635,28037,"cafe, bar, restaurant, food, point_of_interest, store, establishment",3.5,12.0
Black & Gold,"Calle de Cronos, 10, Madrid",40.4365899,-3.6203799,28037,"bar, restaurant, food, point_of_interest, establishment",4.0,1345.0
VIPS,"Avenida de Guadalajara, 2, Madrid",40.4182074,-3.623174299999999,28037,"restaurant, meal_takeaway, food, point_of_interest, establishment",4.1,5819.0
Restaurante Aluka,"Calle de Julián Camarillo, 21, Madrid",40.4348967,-3.630824,28037,"restaurant, food, point_of_interest, establishment",4.3,296.0
La Quinta Foodbox,"Calle de Albasanz, 72, Madrid",40.43848149999999,-3.623056499999999,28037,"restaurant, food, point_of_interest, establishment",4.7,121.0
Bocatas y Más,"Calle de Albasanz, 14, Madrid",40.43600579999999,-3.631776699999999,28037,"restaurant, food, point_of_interest, establishment",4.1,178.0
McDonald's,"Calle de San Romualdo, 22, Madrid",40.439494,-3.622506000000001,28037,"restaurant, food, point_of_interest, establishment",3.8,3015.0
Alejandro's Burger,"Calle de Miguel Yuste, 13, Madrid",40.4400846,-3.624855599999999,28037,"bar, restaurant, food, point_of_interest, establishment",4.2,597.0
D'coysa Restaurante,"Calle de Julián Camarillo, 2, Madrid",40.4330978,-3.6336917,28037,"restaurant, food, point_of_interest, establishment",4.0,214.0
restaurante Vicky,"Calle Alcalá, 508, Madrid",40.4408398,-3.6263543,28037,"bar, restaurant, food, point_of_interest, establishment",4.3,1054.0
Los Madroños,"Calle de los Hermanos García Noblejas, 79, Madrid",40.4260397,-3.6290116,28037,"cafe, bar, restaurant, food, point_of_interest, store, establishment",4.0,2135.0
El Racó,"Calle Alcalá, 503, Madrid",40.44071919999999,-3.628735,28037,"restaurant, food, point_of_interest, establishment",3.6,906.0
Restaurante 3B,"Calle Alcalá, 491, Madrid",40.4403426,-3.630113799999999,28037,"bar, restaurant, food, point_of_interest, establishment",4.4,1129.0
Burger King,"Calle Alcalá, 472, Madrid",40.4391954,-3.6325491,28037,"meal_takeaway, restaurant, food, point_of_interest, establishment",3.8,2365.0
Siamo La Pizza,"Calle Gandhi, 71, Madrid",40.4259272,-3.630671599999999,28037,"meal_delivery, meal_takeaway, bar, restaurant, food, point_of_interest, establishment",4.5,367.0
Cervecería Hevia,"Calle Alcalá, 440, LOCAL, Madrid",40.4384228,-3.6356031,28037,"cafe, bar, restaurant, food, point_of_interest, establishment",4.3,732.0
Mesón Riaño,"Calle de María Sevilla Diago, 9, Madrid",40.4334109,-3.6110724,28037,"restaurant, bar, food, point_of_interest, establishment",4.1,891.0
Antep Kebap Ainsa,"Calle de Aínsa, 30, Madrid",40.43269629999999,-3.6106638,28037,"bar, restaurant, food, point_of_interest, establishment",4.0,618.0
Papa Johns Pizza,"Calle de San Telesforo, 25-27, Madrid",40.42571459999999,-3.6342515,28037,"restaurant, food, point_of_interest, establishment",3.4,909.0
Café de la Cruz,"Calle de Arturo Soria, 6, Madrid",40.43868229999999,-3.638186399999999,28037,"cafe, bar, restaurant, food, point_of_interest, store, establishment",4.1,1286.0
Restaurante Suanzes,"Plaza de las Olivas, 5, Madrid",40.4452375,-3.6235467,28037,"restaurant, food, point_of_interest, establishment",3.6,96.0
Perla del Pacífico,"Calle de Gonzalo de Berceo, 63, Madrid",40.42870620000001,-3.639600500000001,28037,"cafe, meal_takeaway, meal_delivery, store, restaurant, food, point_of_interest, establishment",4.1,424.0
La Esquina de los More,"Calle de Ascao, 31, Madrid",40.43053549999999,-3.6404691,28037,"bar, cafe, liquor_store, store, restaurant, food, point_of_interest, establishment",4.6,51.0
McDonald's,"Calle Alcalá, 396, Madrid",40.43669999999999,-3.64027,28037,"restaurant, food, point_of_interest, establishment",3.9,2900.0
Restaurante El Álamo,"Calle de Albarracín, 10, Madrid",40.4377746,-3.6349971,28037,"restaurant, food, point_of_interest, establishment",4.5,1796.0
Aboca Restobar,"Calle de Tampico, 34, Madrid",40.443638,-3.634451100000001,28037,"store, restaurant, food, point_of_interest, establishment",4.6,1123.0
Aranda Madrid Brasas y Más. Mejor valorado en la zona.,"Calle de López de Aranda, 46, Madrid",40.4441328,-3.6339773,28037,"restaurant, food, point_of_interest, establishment",4.5,1387.0
El Sabroso,"Calle de Pedro Antonio de Alarcón, 60, Madrid",40.4276488,-3.640429300000001,28037,"restaurant, food, point_of_interest, establishment",3.9,70.0
Jamones Casa Acacio,"Calle de Marcelino Roa Vázquez, 39, Madrid",40.4285749,-3.641143,28037,"grocery_or_supermarket, store, restaurant, food, point_of_interest, establishment",4.7,76.0
Restaurante EuMundo,"Calle de López de Aranda, 31, Madrid",40.4445866,-3.6345373,28037,"restaurant, food, point_of_interest, establishment",4.0,990.0
Restaurante Doner Kebab Kebabish,"Calle de Diana, 14, Madrid",40.4440307,-3.6130441,28037,"meal_delivery, restaurant, food, point_of_interest, establishment",3.3,347.0
Restaurante Pulpería O Miño,"Calle del Idioma Esperanto, 2, local 7, Madrid",40.41944389999999,-3.6265945,28037,"bar, restaurant, food, point_of_interest, establishment",4.2,684.0
Rodilla,"Calle de Tampico, 40, Madrid",40.444514,-3.635014999999999,28037,"restaurant, cafe, meal_takeaway, meal_delivery, store, food, point_of_interest, establishment",4.1,680.0
Restaurante Kansas Burger,"Plaza de la Reverencia, 4, Madrid",40.43725999999999,-3.642059999999999,28037,"restaurant, food, point_of_interest, establishment",2.4,8.0
Abarme Instalaciones,"Calle de Gonzalo de Berceo, 33, Madrid",40.4277908,-3.6415792,28037,"restaurant, food, point_of_interest, establishment",,
Bar & Parrilla al Carbón La Clásica,"Calle del Río Ulla, 3, Madrid",40.4350814,-3.6429389,28037,"restaurant, food, point_of_interest, establishment",4.5,284.0
Restaurante chino Victoria,"Avenida de Guadalajara, 36, Madrid",40.4222379,-3.6123389,28037,"restaurant, food, point_of_interest, establishment",4.4,1323.0
Rodilla,"C.C. Las Rosas, Avenida de Guadalajara, 2, Planta Alta, Local A5, Madrid",40.4187823,-3.6209092,28037,"restaurant, cafe, meal_takeaway, meal_delivery, store, food, point_of_interest, establishment",3.4,194.0
Los Parros,"Calle del Doctor Vallejo, 9, Madrid",40.4366127,-3.6436668,28037,"restaurant, bar, food, point_of_interest, establishment",4.3,139.0
TropicalísimO,"Calle de Gutierre de Cetina, 21, Madrid",40.43351680000001,-3.6438493,28037,"meal_takeaway, meal_delivery, bar, restaurant, food, point_of_interest, establishment",3.8,2798.0
Sidrería Zarika (carta para celíacos),"Calle de Aquitania, 31, Madrid",40.4193337,-3.616956100000001,28037,"restaurant, food, point_of_interest, establishment",3.7,692.0
El Paraíso del Desierto,"Calle del Doctor Esquerdo, 140, Madrid",40.4050276,-3.671784599999999,28038,"restaurant, food, point_of_interest, establishment",4.1,954.0
Casa Doli,"Avenida de San Diego, 96, Madrid",40.3866492,-3.6682223,28038,"restaurant, food, point_of_interest, establishment",4.5,989.0
Restaurante los Mariscos,"Calle Nuestra Señora de las Mercedes, 5, Madrid",40.396408,-3.6648706,28038,"restaurant, food, point_of_interest, establishment",4.4,2974.0
Las Costillas,"Calle Tajos Altos, 12, Madrid",40.395071,-3.6666415,28038,"restaurant, food, point_of_interest, establishment",4.2,1625.0
New Bombay Palace Restaurant,"Calle del Doctor Esquerdo, 140, Local 2, Madrid",40.4050468,-3.671726,28038,"restaurant, food, point_of_interest, establishment",4.3,669.0
Taberna Búlgara,"Avenida de Peña Prieta, 82, Madrid",40.40310100000001,-3.663069,28038,"night_club, bar, restaurant, food, point_of_interest, establishment",4.5,1658.0
Domino's Pizza,"Avenida de la Albufera, 113, Madrid",40.39355,-3.660129999999999,28038,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",3.8,910.0
Foster's Hollywood,"Calle Alcalde Luis Marichalar, 5-7, Madrid",40.411523,-3.658685000000001,28038,"restaurant, food, point_of_interest, establishment",3.7,1375.0
Estrella Central,"Avenida de la Ciudad de Barcelona, 192, Madrid",40.4006932,-3.6741619,28038,"restaurant, food, point_of_interest, establishment",4.3,724.0
McDonald's,"C/ Manuel Machado, Calle Alcalde Luis Marichalar, 6, y C, Madrid",40.4116,-3.6592,28038,"restaurant, food, point_of_interest, establishment",3.6,1880.0
Telepizza Doctor Esquerdo I - Comida a Domicilio,"Calle del Doctor Esquerdo, 170, Madrid",40.4025797,-3.673935800000001,28038,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",3.5,602.0
Telepizza Vallecas - Comida a domicilio,"Avenida de la Albufera, 268, Madrid",40.3874158,-3.6409063,28038,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",3.5,653.0
Centro Comercial Madrid Sur,"Avenida de Pablo Neruda, 91, Madrid",40.380979,-3.663015,28038,"shopping_mall, supermarket, grocery_or_supermarket, clothing_store, pharmacy, travel_agency, restaurant, food, point_of_interest, health, store, establishment",3.9,9924.0
Los Amigos nueva numancia,"Calle Enrique Velasco, 10, Madrid",40.3961768,-3.6626514,28038,"bar, restaurant, food, point_of_interest, establishment",4.6,192.0
La Cervecera,"Calle del Monte Perdido, 61, Madrid",40.393184,-3.666801999999999,28038,"restaurant, bar, food, point_of_interest, establishment",4.3,2830.0
Bar la Isla de Vallecas,"Avenida de la Albufera, 69, Madrid",40.3953938,-3.6632778,28038,"restaurant, food, point_of_interest, establishment",4.0,793.0
El Palacio del Pollo,"Calle del Puerto Canfranc, 14, Madrid",40.3965761,-3.6634799,28038,"meal_takeaway, restaurant, food, point_of_interest, establishment",4.7,865.0
Palacio del Pollo,"Calle del Río Uruguay, 2, Madrid",40.386505,-3.652095699999999,28038,"restaurant, food, point_of_interest, establishment",4.2,255.0
Asador de Milfe,"Calle del Corregidor Juan Francisco de Luján, 15, Madrid",40.40342709999999,-3.6493532,28038,"restaurant, food, point_of_interest, establishment",4.3,683.0
Fast Chicken S.L.,"Calle Sierra del Cadí, 10, Madrid",40.392666,-3.660919999999999,28038,"meal_delivery, bar, meal_takeaway, restaurant, food, point_of_interest, establishment",3.8,298.0
Celilocos,"Calle de Carlos Solé, 6, Madrid",40.3944816,-3.651084299999999,28038,"restaurant, food, point_of_interest, establishment",4.7,510.0
Mesón El Rincón,"Calle de Mohernando, 4, Madrid",40.3960293,-3.6497114,28038,"bar, restaurant, food, point_of_interest, establishment",4.0,229.0
"Taberna Flamenca ""El Cortijo""","Calle de Josefa Díaz, 4, Madrid",40.3932471,-3.6576475,28038,"restaurant, food, point_of_interest, establishment",4.4,761.0
Foster's Hollywood,"Avenida de la Albufera, 137, Madrid",40.39196400000001,-3.656001000000001,28038,"restaurant, food, point_of_interest, establishment",4.1,1785.0
Compañía de Cervezas Valle del Kahs,"Calle Enrique Velasco, 21, Madrid",40.39596949999999,-3.6612595,28038,"liquor_store, bar, restaurant, food, point_of_interest, store, establishment",4.7,1097.0
Las Vegas Show - Madrid,"Calle Mendívil, 45, Madrid",40.3994159,-3.663029399999999,28038,"bar, restaurant, food, point_of_interest, establishment",3.7,250.0
Papa Johns Pizza,"Avenida de la Albufera, 226, Madrid",40.3909324,-3.649187599999999,28038,"restaurant, food, point_of_interest, establishment",3.5,1563.0
Bar restaurante Macarena.huevos de avestruz,"Calle del Puerto de Pajares, 5, Madrid",40.39493599999999,-3.664488,28038,"restaurant, bar, food, point_of_interest, establishment",4.4,616.0
Restaurante El Cortijo,"la, Calle de Sierra de Cameros, 13, Madrid",40.39528240000001,-3.6649673,28038,"restaurant, food, point_of_interest, establishment",3.9,982.0
Salones Cuzco Lupita,"Calle del Monte Oliveti, 32, Madrid",40.3971459,-3.6651789,28038,"restaurant, food, point_of_interest, establishment",3.8,2312.0
Hamburguesas Hot Dog a Domicilio,"Calle Concordia, 2, Madrid",40.39595990000001,-3.665173500000001,28038,"restaurant, food, point_of_interest, establishment",2.5,20.0
Bar Restaurante 23,"Calle de la Cerámica, 23, Madrid",40.40497169999999,-3.6570484,28038,"bar, restaurant, food, point_of_interest, establishment",4.5,47.0
Restaurante Marrakech - Madrid,"Calle de Martínez de la Riva, 19, Madrid",40.39494349999999,-3.667010900000001,28038,"restaurant, food, point_of_interest, establishment",4.3,1593.0
Telepizza Martínez de la Riva - Comida a domicilio,"Calle de Martínez de la Riva, 58, Madrid",40.39130340000001,-3.665522599999999,28038,"meal_takeaway, restaurant, food, point_of_interest, establishment",3.9,964.0
Akipan,"Avenida de Peña Prieta, 30, Madrid",40.39995990000001,-3.666864400000001,28038,"cafe, meal_takeaway, restaurant, food, point_of_interest, establishment",,
La Casa De Las Tostas,"Calle Río Negro, 17, Madrid",40.3872831,-3.6501093,28038,"restaurant, food, point_of_interest, establishment",4.1,359.0
The Irish Temple,"Avenida de Moratalaz, 123, posterior, Madrid",40.4065749,-3.6499081,28038,"restaurant, bar, food, point_of_interest, establishment",4.5,5091.0
McDonald's,"Avenida de la Albufera, 1, Madrid",40.39821999999999,-3.668787,28038,"restaurant, food, point_of_interest, establishment",3.9,2455.0
Sabe a Peru Cocina Peruana,"Calle de la Cañada, 17, planta 0, Madrid",40.4049597,-3.645651099999999,28038,"restaurant, food, point_of_interest, establishment",4.3,575.0
Mi Fresh Sushi,"Avenida de Moratalaz, 135, Madrid",40.4069441,-3.6489966,28038,"restaurant, food, point_of_interest, establishment",4.5,711.0
La Jamboteca Moratalaz,"Calle de la Marroquina, 22, Posterior, Madrid",40.4072022,-3.649164599999999,28038,"bar, restaurant, food, point_of_interest, establishment",3.7,578.0
Mesón Rajoa,"Avenida de Pablo Neruda, 17, posterior, Madrid",40.3905768,-3.6419323,28038,"bar, restaurant, food, point_of_interest, establishment",4.0,432.0
El Coto,"Calle de Melquíades Biencinto, 13, Madrid",40.39642719999999,-3.6699375,28038,"bar, restaurant, food, point_of_interest, establishment",4.0,1141.0
El Charco del Cura,"Avenida del Monte Igueldo, 83, Madrid",40.3927235,-3.6699516,28038,"bar, restaurant, food, point_of_interest, establishment",4.4,124.0
Wang Sheng,"Avenida de Pablo Neruda, 96, Madrid",40.3850044,-3.6474266,28038,"restaurant, food, point_of_interest, establishment",4.1,568.0
La Toledana,"Calle del Puerto de la Bonaigua, 58, Madrid",40.3855361,-3.666050000000001,28038,"restaurant, food, point_of_interest, establishment",5.0,2.0
Casa Lili,"Calle del Camino de los Vinateros, 163, Madrid",40.4060058,-3.6424324,28038,"bar, restaurant, food, point_of_interest, establishment",4.0,343.0
Taberna La Carola,"Calle de Barrilero, 9, Madrid",40.39731249999999,-3.6722761,28038,"bar, restaurant, food, point_of_interest, establishment",4.3,215.0
Restaurante Go! Sushing Pacífico,"Avenida de la Ciudad de Barcelona, 97, Madrid",40.3999099,-3.6717958,28038,"meal_takeaway, restaurant, food, point_of_interest, establishment",4.6,654.0
Cervecería Restaurante El Parador,"Calle de Seco, 14, Madrid",40.3981026,-3.6730007,28038,"bar, restaurant, food, point_of_interest, establishment",4.3,1715.0
Kebab Kurdistan,"Avenida de la Ciudad de Barcelona, 95, Madrid",40.4000148,-3.6718526,28038,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",3.5,74.0
Ateshgah,"Avenida de la Albufera, 266, Madrid",40.3876204,-3.6412531,28038,"restaurant, food, point_of_interest, establishment",3.4,150.0
Ankara Doner Kebab,"Calle del Camino de los Vinateros, 22, Madrid",40.4103702,-3.6581077,28038,"meal_delivery, restaurant, food, point_of_interest, establishment",4.0,480.0
Cruz Blanca de Vallecas,"Calle de Carlos Martín Álvarez, 58, Madrid",40.3877686,-3.665022599999999,28038,"bar, restaurant, food, point_of_interest, establishment",4.0,5792.0
Asia He,"Avenida de San Diego, 72, Madrid",40.3880413,-3.6698451,28038,"restaurant, food, point_of_interest, establishment",3.8,21.0
